iter	RMSE
749	1620.925729
750	1620.804671
751	1620.742452
752	1620.709513
753	1620.510429
754	1620.432265
755	1620.333475
756	1620.128179
757	1620.028851
758	1619.993619
759	1619.89785
760	1619.807929
761	1619.71239
762	1619.599461
763	1619.500906
764	1619.375727
765	1619.19563
766	1619.127068
767	1619.029508
768	1618.974271
769	1618.951665
770	1618.894023
771	1618.785734
772	1618.717612
773	1618.649971
774	1618.557431
775	1618.374879
776	1618.22454
777	1618.137252
778	1617.893628
779	1617.891696
780	1617.688048
781	1617.574861
782	1617.541748
783	1617.374176
784	1617.299687
785	1617.056929
786	1616.992903
787	1616.970538
788	1616.934544
789	1616.841085
790	1616.73187
791	1616.595872
792	1616.579815
793	1616.450047
794	1616.213839
795	1616.190389
796	1616.022134
797	1615.912373
798	1615.858883
799	1615.856076
800	1615.640029
801	1615.582327
802	1615.519121
803	1615.494618
804	1615.458195
805	1615.450826
806	1615.439139
807	1615.384632
808	1615.294517
809	1615.181998
810	1615.119643
811	1615.050496
812	1614.968787
813	1614.943632
814	1614.833653
815	1614.7662
816	1614.707675
817	1614.671454
818	1614.589407
819	1614.513782
820	1614.324279
821	1614.264695
822	1614.097522
823	1614.044966
824	1613.925772
825	1613.814178
826	1613.789863
827	1613.754648
828	1613.733936
829	1613.62956
830	1613.537913
831	1613.452812
832	1613.392591
833	1613.370282
834	1613.24789
835	1613.195426
836	1613.059955
837	1613.036206
838	1612.970351
839	1612.905424
840	1612.877117
841	1612.731004
842	1612.589874
843	1612.542248
844	1612.362806
845	1612.249745
846	1612.205537
847	1612.115205
848	1611.969962
849	1611.901695
850	1611.726619
851	1611.688435
852	1611.580668
853	1611.513502
854	1611.420137
855	1611.281357
856	1611.14891
857	1611.013764
858	1610.947234
859	1610.913383
860	1610.778697
861	1610.540289
862	1610.376891
863	1610.310013
864	1610.212485
865	1610.058495
866	1610.028826
867	1609.907995
868	1609.772024
869	1609.623295
870	1609.61085
871	1609.478757
872	1609.329499
873	1609.10891
874	1609.008577
875	1608.913276
876	1608.826745
877	1608.727527
878	1608.601601
879	1608.556216
880	1608.450421
881	1608.320054
882	1608.258539
883	1608.038632
884	1608.015655
885	1607.966343
886	1607.850735
887	1607.749561
888	1607.644613
889	1607.478322
890	1607.448163
891	1607.348172
892	1607.307864
893	1607.252172
894	1607.229926
895	1607.172538
896	1607.092815
897	1606.968567
898	1606.926301
899	1606.800536
900	1606.724913
901	1606.618956
902	1606.545227
903	1606.494742
904	1606.468193
905	1606.402557
906	1606.308639
907	1606.273529
908	1606.243059
909	1606.22507
910	1606.148076
911	1606.075558
912	1605.975696
913	1605.758193
914	1605.722292
915	1605.639696
916	1605.492868
917	1605.423612
918	1605.323172
919	1605.252074
920	1605.198436
921	1605.105012
922	1605.027099
923	1604.936709
924	1604.766447
925	1604.62771
926	1604.544942
927	1604.406885
928	1604.262299
929	1604.224162
930	1604.102443
931	1603.927208
932	1603.79734
933	1603.767253
934	1603.764083
935	1603.69167
936	1603.532327
937	1603.484086
938	1603.45588
939	1603.401524
940	1603.381239
941	1603.273044
942	1603.200672
943	1603.1958
944	1603.058344
945	1602.982232
946	1602.946932
947	1602.767109
948	1602.681832
949	1602.542775
950	1602.436388
951	1602.370025
952	1602.322024
953	1602.281429
954	1602.148818
955	1602.045566
956	1601.98521
957	1601.848799
958	1601.767566
959	1601.748583
960	1601.643438
961	1601.575148
962	1601.502118
963	1601.468833
964	1601.329491
965	1601.2647
966	1601.200722
967	1601.04643
968	1601.006333
969	1600.905976
970	1600.859755
971	1600.763346
972	1600.725762
973	1600.670664
974	1600.616369
975	1600.608985
976	1600.429465
977	1600.390095
978	1600.351481
979	1600.332198
980	1600.250064
981	1600.193823
982	1600.083204
983	1599.950014
984	1599.902382
985	1599.866135
986	1599.797271
987	1599.766175
988	1599.713407
989	1599.618953
990	1599.435368
991	1599.395108
992	1599.355218
993	1599.224673
994	1599.110295
995	1599.104536
996	1599.019504
997	1598.908828
998	1598.852719
999	1598.763088
